,timestamp,Open,High,Low,Close,Adj Close,Volume,Withted_Score,Sentiment_Score,weight,neg,neu,pos
0,2016-03-12,421.605011,421.795013,410.093994,411.623993,411.623993,92712896,0.0,0.0,0.1,0.0,1.0,0.0
1,2016-03-13,411.64801,416.604004,411.641998,414.065002,414.065002,74322800,0.0,0.0,0.1,0.0,1.0,0.0
2,2016-03-14,414.200989,416.68399,414.200989,416.437988,416.437988,95259400,0.00017977528089887642,0.0018292134831460673,0.1,0.0018764044943820227,0.995876404494382,0.0022471910112359553
3,2016-03-15,416.388,418.131012,414.984985,416.829987,416.829987,66781700,-0.00030303030303030303,-0.0029898989898989895,0.1,0.0014646464646464645,0.9985353535353536,0.0
4,2016-03-16,416.888,417.686005,415.911987,417.010986,417.010986,65185800,0.0004631578947368421,0.00463578947368421,0.1,0.0,0.9980842105263158,0.0019157894736842106
5,2016-03-17,417.889008,420.997009,417.889008,420.621002,420.621002,83528600,0.0,0.0,0.09999999999999999,0.0,1.0,0.0
6,2016-03-18,420.546997,420.546997,406.136993,409.548004,409.548004,104940000,0.0,0.0,0.10000000000000002,0.0,1.0,0.0
7,2016-03-19,409.265015,410.984009,407.230011,410.444,410.444,58423000,0.0,0.0,0.10000000000000002,0.0,1.0,0.0
8,2016-03-20,410.401001,414.625,410.401001,413.755005,413.755005,45947900,0.0,0.0,0.10000000000000002,0.0,1.0,0.0
9,2016-03-21,413.417999,413.417999,410.381012,413.307007,413.307007,61655400,0.0,0.0,0.10060824742268042,0.0,1.0,0.0
10,2016-03-22,413.131989,418.375,412.531006,418.088989,418.088989,66813300,0.0,0.0,0.1,0.0,1.0,0.0
11,2016-03-23,418.161011,419.268005,417.364014,418.040985,418.040985,61444200,0.0,0.0,0.1,0.0,1.0,0.0
12,2016-03-24,418.424011,418.679993,415.485992,416.394012,416.394012,68346704,0.0,0.0,0.1,0.0,1.0,0.0
13,2016-03-25,416.507996,418.079987,415.558014,417.177002,417.177002,52560000,0.0,0.0,0.1,0.0,1.0,0.0
14,2016-03-26,417.36499,418.987,416.259003,417.945007,417.945007,44650400,0.0,0.0,0.10036923076923077,0.0,1.0,0.0
15,2016-03-27,418.140015,428.796997,417.710999,426.765015,426.765015,71229400,0.0,0.0,0.1,0.0,1.0,0.0
16,2016-03-28,426.548004,426.856995,423.292999,424.230988,424.230988,68522800,0.0,0.0,0.1,0.0,1.0,0.0
17,2016-03-29,424.303986,426.203003,412.681,416.515991,416.515991,75411504,0.0002872340425531915,0.0029063829787234043,0.1,0.0,0.9982978723404256,0.001702127659574468
18,2016-03-30,416.834015,416.834015,412.496002,414.81601,414.81601,66034100,-0.0005625,-0.005648958333333333,0.10000000000000002,0.0025104166666666664,0.9974895833333334,0.0
19,2016-03-31,415.256989,418.368988,415.256989,416.729004,416.729004,60215200,0.0,0.0,0.1,0.0,1.0,0.0
20,2016-04-01,416.76001,418.173004,415.830994,417.959991,417.959991,51235700,-0.00023655913978494621,-0.002306451612903226,0.1,0.00656989247311828,0.9913978494623656,0.002032258064516129
21,2016-04-02,418.421997,422.080994,418.421997,420.872986,420.872986,45681200,0.0005411764705882352,0.00539764705882353,0.1,0.0,0.9976470588235293,0.0023529411764705885
22,2016-04-03,421.173004,421.579987,419.696991,420.903992,420.903992,38053700,0.0006886792452830189,0.006931132075471697,0.10000000000000002,0.0016981132075471698,0.9945566037735849,0.003745283018867925
23,2016-04-04,421.299011,422.342987,419.601013,421.444,421.444,50634300,-0.0005,-0.005004545454545455,0.1,0.0027727272727272726,0.9972272727272727,0.0
24,2016-04-05,421.016998,424.256989,420.614014,424.029999,424.029999,60718000,0.00037037037037037035,0.0036543209876543207,0.09999999999999999,0.0,0.9973333333333334,0.0026666666666666666
25,2016-04-06,424.283997,424.527008,422.729004,423.412994,423.412994,59091000,0.0002741935483870968,0.0027354838709677423,0.1,0.0014032258064516129,0.996983870967742,0.0016129032258064516
26,2016-04-07,423.619995,423.657013,420.518005,422.744995,422.744995,57858600,0.0,0.0,0.1,0.0,1.0,0.0
27,2016-04-08,422.907013,425.360992,419.63501,420.348999,420.348999,63454700,0.00048421052631578945,0.004829473684210526,0.1,0.0,0.9980210526315789,0.0019789473684210528
28,2016-04-09,420.811005,420.890991,416.515015,419.411011,419.411011,49792700,-0.00014150943396226416,-0.0014490566037735856,0.10000000000000002,0.0022169811320754715,0.9957641509433962,0.0020188679245283017
29,2016-04-10,419.59201,422.434998,419.256989,421.563995,421.563995,73478600,0.0,0.0,0.1,0.0,1.0,0.0
30,2016-04-11,421.872009,422.739014,420.53299,422.483002,422.483002,50747500,0.0,0.0,0.1,0.0,1.0,0.0
31,2016-04-12,422.842987,427.277008,422.842987,425.190002,425.190002,70728800,0.00046938775510204083,0.004681632653061225,0.1,0.0,0.9976428571428572,0.002357142857142857
32,2016-04-13,425.631989,426.65799,422.915985,423.734009,423.734009,69060400,0.00046,0.004588,0.1,0.0,0.9976900000000001,0.00231
33,2016-04-14,423.934998,425.371002,423.013,424.282013,424.282013,45281000,-0.0006593406593406593,-0.006586813186813188,0.09999999999999999,0.002879120879120879,0.9971208791208791,0.0
34,2016-04-15,424.427002,429.928009,424.427002,429.713013,429.713013,54801500,0.0,0.0,0.1,0.0,1.0,0.0
35,2016-04-16,429.575012,432.625,428.984009,430.571991,430.571991,39392800,0.0008799999999999999,0.008803,0.1,0.0,0.9953799999999999,0.00462
36,2016-04-17,430.635986,431.371002,426.07901,427.398987,427.398987,52125900,0.0,0.0,0.1,0.0,1.0,0.0
